content,country,recipient,sender,timestamp
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,GR,129876563,92-9875503,1516364273
"Sorry, I'll call later",JM,12-9876580,92-9875457,1516364906
7 at esplanade.. Do �_ mind giving me a lift cos i got no car today..,AU,129876557,929875440,1516365780
Then we gotta do it after that,LU,12-9876571,92-9875455,1516364882
K...k:)why cant you come here and search job:),PH,129876615,929875526,1516365237
7 lor... Change 2 suntec... Wat time u coming?,LV,12-9876578,929875456,1516365554
Hey... are you going to quit soon? Xuhui and i working till end of the month,HM,12-9876543,929875495,1516365953
K:)i will give my kvb acc details:),BW,129876562,92-9875455,1516365601
I'm glad. You are following your dreams.,BN,12-9876535,929875480,1516365849
Sounds great! Im going to sleep now. Have a good night!,MS,129876555,929875466,1516365746
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,KZ,12-9876608,929875519,1516365987
You have 1 new message. Please call 08715205273,AI,12-9876545,999999991,1516365050
Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,BB,129876614,929875484,1516364493
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",AW,129876555,929875498,1516364175
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,SZ,12-9876594,92-9875456,1516365694
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",LV,12-9876540,92-9875460,1516364911
Haiyoh... Maybe your hamster was jealous of million,SH,129876554,929875438,1516364801
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,MM,129876598,92-9875434,1516365751
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,CX,129876573,929875434,1516365744
I have no idea where you are,PG,129876589,92-9875472,1516364719
Why you keeping me away like this,KH,12-9876589,92-9875507,1516365204
You have WON a guaranteed �1000 cash or a �2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,VN,12-9876553,999999992,1516364270
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. �1.50 increments. Help08718728876",BF,12-9876550,999999993,1516365652
Ok.ok ok..then..whats ur todays plan,DM,129876590,92-9875465,1516365175
Hows the champ just leaving glasgow!,BV,129876558,929875437,1516365713
"No, I decided that only people who care about stuff vote and caring about stuff is for losers",NI,129876620,92-9875515,1516366143
No rushing. I'm not working. I'm in school so if we rush we go hungry.,NC,129876558,929875462,1516364997
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,KI,12-9876614,929875436,1516365810
"I think I���m waiting for the same bus! Inform me when you get there, if you ever get there.",TM,12-9876562,929875456,1516365518
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,PA,129876619,999999998,1516364685
Oh Howda gud gud.. Mathe en samachara chikku:-),SK,129876608,929875435,1516365342
I know that my friend already told that.,SV,129876607,929875471,1516365520
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,TZ,12-9876612,92-9875498,1516364875
Mmm so yummy babe ... Nice jolt to the suzy,MV,12-9876622,929875509,1516364579
We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,AN,129876558,999999994,1516365280
Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,TC,129876610,929875525,1516365717
I said its okay. Sorry,LS,129876606,92-9875504,1516365847
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,SJ,12-9876581,929875454,1516364561
what are your new years plans?,PH,129876545,929875509,1516364765
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,GA,12-9876630,929875449,1516364948
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",BG,12-9876581,929875512,1516364261
Good morning princess! How are you?,MA,12-9876568,929875505,1516365302
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",UY,129876584,929875447,1516366036
FROM 88066 LOST �12 HELP,GN,12-9876611,999999991,1516364642
"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",GZ,12-9876585,929875486,1516365647
"Didn't try, g and I decided not to head out",AD,12-9876591,92-9875462,1516365141
Oh ic. I thought you meant mary jane.,FO,129876616,929875502,1516365893
Going on nothing great.bye,LU,129876559,929875525,1516366040
Is avatar supposed to have subtoitles,ST,12-9876610,92-9875478,1516365961
Mm that time you dont like fun,SY,12-9876625,92-9875462,1516364578
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,TV,12-9876616,929875436,1516365731
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,DJ,129876596,929875490,1516364275
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,BB,12-9876557,999999996,1516365267
We are okay. Going to sleep now. Later,EE,12-9876543,92-9875444,1516365269
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,BT,129876609,929875498,1516364778
Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,TH,12-9876616,92-9875489,1516365753
Nvm take ur time.,AM,129876534,929875496,1516365093
Nah im goin 2 the wrks with j wot bout u?,IQ,12-9876617,929875486,1516364464
Then. You are eldest know.,KE,12-9876611,92-9875446,1516365038
Please CALL 08712402578 immediately as there is an urgent message waiting for you,NI,129876551,999999998,1516365929
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,UZ,12-9876606,999999990,1516365294
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,JO,12-9876624,999999994,1516364199
What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ER,12-9876539,92-9875449,1516365119
"Aight yo, dats straight dogg",ZA,12-9876604,92-9875486,1516365919
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",AF,129876590,999999995,1516364858
"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",GS,12-9876617,929875510,1516364537
Ok. No wahala. Just remember that a friend in need ...,DM,129876620,92-9875504,1516365011
Then u drive lor.,NA,12-9876577,92-9875515,1516365125
I like dis sweater fr mango but no more my size already so irritating.,IS,12-9876543,929875474,1516364456
"\"\\Happy valentines day\"\" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...\"\"\"",SL,12-9876582,92-9875475,1516365460
Is there coming friday is leave for pongal?do you get any news from your work place.,UY,12-9876610,92-9875525,1516364994
"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack",HK,129876578,929875451,1516365166
"Did you say bold, then torch later. Or one torch and 2bold?",GA,129876619,92-9875530,1516365807
Do we have any spare power supplies,ET,129876550,929875479,1516365639
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,KZ,129876585,929875472,1516364881
Nope... Juz off from work...,GL,12-9876628,929875514,1516365589
Detroit. The home of snow. Enjoy it.,GQ,12-9876576,929875504,1516365092
Have you not finished work yet or something?,LB,129876582,929875451,1516365687
Hi. Hope you had a good day. Have a better night.,EC,129876606,92-9875517,1516365756
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,AO,12-9876571,999999993,1516366026
Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890�1.50 per msg,VC,129876562,999999992,1516365645
On the road so cant txt,AG,12-9876598,929875435,1516364678
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",CK,12-9876612,929875503,1516364977
U still havent got urself a jacket ah?,MR,12-9876547,92-9875464,1516364187
"Hurry up, I've been weed-deficient for like three days",SL,12-9876623,929875464,1516365048
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,MS,12-9876534,999999990,1516364873
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ZW,12-9876596,929875453,1516365972
"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",CC,12-9876543,929875489,1516365427
Ya! when are �_ taking ure practical lessons? I start in june..,BS,129876538,92-9875434,1516365296
"Maybe westshore or hyde park village, the place near my house?",MU,129876589,92-9875525,1516365347
If we win its really no 1 side for long time.,GD,129876607,929875476,1516364446
I want to be there so i can kiss you and feel you next to me,LA,129876612,92-9875497,1516364530
Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,PH,129876558,929875505,1516365333
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",LK,129876543,92-9875446,1516364725
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,MG,12-9876572,92-9875493,1516364932
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",GQ,129876607,929875435,1516365616
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,AE,12-9876575,92-9875484,1516364955
"Sorry battery died, yeah I'm here",AQ,12-9876552,92-9875487,1516365443
No go. No openings for that room 'til after thanksgiving without an upcharge.,CF,12-9876597,92-9875527,1516365017
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,SO,12-9876554,929875512,1516365631
"\"FREE RING TONE just text \\POLYS\"\" to 87131. Then every week get a new tone. 0870737910216yrs only �1.50/wk.\"\"\"",CX,12-9876598,999999996,1516366129
"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",GG,129876537,929875518,1516364352
First answer my question.,CY,129876579,929875505,1516365632
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",TH,12-9876617,929875523,1516365994
Thanx but my birthday is over already.,PL,129876565,92-9875481,1516364495
Ok going to sleep. Hope i can meet her.,BY,129876578,92-9875515,1516365279
K do I need a login or anything,IQ,129876584,929875482,1516365408
Huh so late... Fr dinner?,HU,12-9876591,92-9875455,1516366061
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,ME,12-9876570,999999994,1516365964
Pls pls find out from aunt nike.,BN,12-9876623,92-9875509,1516365049
Also are you bringing galileo or dobby,CC,12-9876543,92-9875462,1516365194
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,BS,129876627,92-9875496,1516366087
Oh ok.. Wat's ur email?,IS,12-9876628,92-9875476,1516364478
So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,FJ,12-9876575,929875444,1516365757
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,GF,129876568,929875511,1516365362
"Haha figures, well I found the piece and priscilla's bowl",AF,12-9876561,92-9875491,1516365345
Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,SZ,129876550,92-9875476,1516365578
Okie...,PN,129876541,92-9875460,1516364558
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),CG,12-9876580,92-9875436,1516365372
No probs hon! How u doinat the mo?,ZA,129876585,929875515,1516365974
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!,DE,12-9876580,92-9875449,1516365442
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,VU,12-9876549,999999996,1516364779
Well its not like you actually called someone a punto. That woulda been worse.,BW,12-9876598,929875435,1516364462
"\"Today is \\song dedicated day..\"\" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...\"\"\"",SZ,12-9876549,929875502,1516365402
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",SR,129876554,92-9875459,1516366022
Ok. Very good. Its all about making that money.,CC,12-9876603,929875513,1516364486
"Excellent, I'll see what riley's plans are",SM,12-9876628,929875495,1516365809
Good morning pookie pie! Lol hope I didn't wake u up,YE,12-9876631,92-9875480,1516364370
You are a winner you have been specially selected to receive �1000 cash or a �2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,RE,12-9876564,999999995,1516364540
Okay same with me. Well thanks for the clarification,MX,129876631,92-9875522,1516364893
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,SC,12-9876619,929875449,1516364311
Watching tv now. I got new job :),NE,129876619,92-9875461,1516364823
Ard 515 like dat. Y?,GA,12-9876592,92-9875514,1516364431
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",AN,12-9876574,999999997,1516364480
Reverse is cheating. That is not mathematics.,BB,129876561,929875486,1516365003
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ML,129876626,929875479,1516365545
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,NL,12-9876535,929875498,1516364295
I've not sent it. He can send me.,SH,129876575,92-9875505,1516365437
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,SL,12-9876605,92-9875449,1516365289
"Just sent you an email ��� to an address with incomm in it, is that right?",GZ,129876548,929875489,1516365291
Don know. I did't msg him recently.,AF,12-9876543,929875495,1516364308
Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,TD,129876579,929875484,1516364868
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",BD,129876605,929875433,1516364719
"I'm outside islands, head towards hard rock and you'll run into me",HM,12-9876600,929875530,1516364277
"Not yet chikku..going to room nw, i'm in bus..",FI,129876547,92-9875483,1516366080
"Received, understood n acted upon!",CC,12-9876618,92-9875444,1516364600
How are you enjoying this semester? Take care brother.,IR,12-9876590,929875463,1516365257
I know you are. Can you pls open the back?,BD,12-9876563,92-9875470,1516364633
My phone,TC,129876555,92-9875444,1516365088
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,SD,129876575,929875458,1516365831
There's no point hangin on to mr not right if he's not makin u happy,SJ,129876624,92-9875447,1516364741
No management puzzeles.,CM,129876615,929875494,1516365635
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,UM,12-9876595,999999999,1516365093
U too...,MQ,12-9876548,929875461,1516364495
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",SH,12-9876611,92-9875510,1516364246
Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,HK,129876556,929875483,1516365452
WIN a year supply of CDs 4 a store of ur choice worth �500 & enter our �100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,GZ,129876610,999999992,1516364883
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,HK,12-9876623,92-9875441,1516365721
"I'm in solihull, | do you want anything?",MA,12-9876605,929875474,1516365037
I accidentally deleted the message. Resend please.,MD,129876585,92-9875506,1516365411
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",IM,129876577,929875514,1516364378
Ok try to do week end course in coimbatore.,HR,129876597,929875496,1516365142
THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,MN,12-9876592,929875528,1516365277
Waaaat?? Lololo ok next time then!,PY,129876611,92-9875449,1516364483
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,DE,129876555,92-9875459,1516365691
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",LV,129876602,999999995,1516365701
Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,KH,129876588,929875445,1516365245
The bus leaves at  &lt;#&gt;,BA,129876565,92-9875513,1516364790
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,GM,12-9876632,929875486,1516366047
"Thanks, I'll keep that in mind",GB,129876588,92-9875454,1516365065
When can �_ come out?,GZ,12-9876577,929875441,1516365251
No one interested. May be some business plan.,CM,129876630,92-9875434,1516365983
Wat time �_ wan today?,AG,129876550,92-9875473,1516364582
Ill be there on  &lt;#&gt;  ok.,EG,12-9876563,92-9875469,1516366012
"K, I might come by tonight then if my class lets out early",KY,12-9876626,92-9875516,1516364276
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",PE,12-9876607,929875446,1516365177
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",PY,12-9876533,999999999,1516364911
"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",BF,12-9876606,92-9875496,1516364646
"URGENT! Your mobile number *************** WON a �2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",AQ,12-9876627,999999998,1516365126
"It���s �6 to get in, is that ok?",IT,12-9876620,92-9875459,1516365224
East coast,ST,12-9876562,92-9875437,1516364961
HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,GM,12-9876625,92-9875474,1516364943
Its good to hear from you,SI,12-9876622,92-9875529,1516364375
So wat's da decision?,SE,12-9876556,92-9875522,1516364864
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,XK,12-9876534,999999990,1516365467
Jus finish watching tv... U?,LA,129876546,92-9875513,1516365750
"Uncle G, just checking up on you. Do have a rewarding month",BT,129876549,92-9875449,1516364277
How much u trying to get?,AG,129876629,92-9875505,1516364383
If i said anything wrong sorry de:-),CV,129876614,92-9875508,1516365147
The battery is for mr adewale my uncle. Aka Egbon,VI,12-9876607,92-9875465,1516365149
Lol wtf random. Btw is that your lunch break,GR,12-9876619,92-9875523,1516366123
"For ur chance to win a �250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",ZA,12-9876611,999999994,1516365441
Where do you need to go to get it?,BJ,129876628,929875472,1516364736
Sleeping nt feeling well,MV,12-9876537,92-9875454,1516364841
Anytime...,GU,129876587,929875532,1516364175
U wan 2 haf lunch i'm in da canteen now.,GL,129876604,929875501,1516365020
I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,TM,129876550,929875522,1516365554
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,PF,129876606,92-9875483,1516365060
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,AT,12-9876620,929875514,1516366117
S....s...india going to draw the series after many years in south african soil..,CZ,12-9876540,92-9875443,1516364235
Men like shorter ladies. Gaze up into his eyes.,ST,129876607,929875526,1516364245
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",IR,12-9876612,929875475,1516365457
I will vote for wherever my heart guides me,GD,12-9876571,929875477,1516366150
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,IQ,129876545,92-9875523,1516366070
Are you up for the challenge? I know i am :),AG,12-9876621,92-9875439,1516366056
Please leave this topic..sorry for telling that..,EG,129876544,929875507,1516364332
Saw Guys and Dolls last night with Patrick Swayze it was great,BN,129876631,929875496,1516365389
Also hi wesley how've you been,BB,129876548,929875448,1516365886
That's one of the issues but california is okay. No snow so its manageable,BV,12-9876597,929875479,1516365478
\ER,HR,129876610,929875527,1516365135
"Ok da, i already planned. I wil pick you.",BM,129876582,92-9875483,1516366040
"Just arrived, see you in a couple days &lt;3",GI,129876608,929875496,1516364905
Lil fever:) now fine:),SD,129876628,92-9875484,1516364979
"Sure, I'll see if I can come by in a bit",ER,129876562,929875520,1516365128
Idea will soon get converted to live:),MH,129876539,92-9875433,1516365523
Wat happened to the cruise thing,LB,12-9876546,929875450,1516364293
Yeah it's jus rite...,AS,129876609,92-9875433,1516364162
I'm really not up to it still tonight babe,SO,129876587,92-9875514,1516365961
Dear where you. Call me,HK,129876570,92-9875510,1516365200
K..i deleted my contact that why?,ET,129876608,929875511,1516364564
Yar lor actually we quite fast... Cos da ge slow wat... Haha...,LI,12-9876587,929875453,1516364852
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",CN,12-9876610,929875518,1516364264
"How long before you get reply, just defer admission til next semester",ME,129876621,929875487,1516365987
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,MK,12-9876586,999999990,1516365207
S'fine. Anytime. All the best with it.,CH,12-9876560,929875475,1516364680
I'm in a movie... Collect car oredi...,HK,12-9876591,929875456,1516365124
Full heat pa:-) i have applyed oil pa.,HU,129876607,92-9875460,1516364591
I wont. So wat's wit the guys,HR,12-9876579,92-9875513,1516364889
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,LS,129876560,999999991,1516364324
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",FJ,129876559,929875443,1516364795
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,VE,129876585,92-9875525,1516366047
Ok... C ya...,MT,129876558,929875532,1516364607
Didn't you get hep b immunisation in nigeria.,SA,12-9876549,92-9875446,1516364546
How did you find out in a way that didn't include all of these details,GL,12-9876538,929875468,1516364981
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,AT,12-9876560,92-9875436,1516364566
Dunno he jus say go lido. Same time 930.,PK,129876630,929875513,1516365086
After completed degree. There is no use in joining finance.,KN,129876594,929875451,1516365813
Oi when you gonna ring,AG,129876571,929875492,1516364571
We currently have a message awaiting your collection. To collect your message just call 08718723815.,TH,12-9876561,999999996,1516365599
Was doing my test earlier. I appreciate you. Will call you tomorrow.,HK,12-9876622,92-9875504,1516364496
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,SL,129876608,92-9875463,1516364509
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,AI,129876553,929875437,1516364465
I forgot 2 ask �_ all smth.. There's a card on da present lei... How? �� all want 2 write smth or sign on it?,CL,129876598,92-9875480,1516365563
How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,IQ,12-9876566,92-9875527,1516364577
I thought slide is enough.,CR,129876569,92-9875517,1516365905
Sir send to group mail check it.,BV,12-9876630,929875529,1516364602
Nope watching tv at home... Not going out. V bored...,PF,12-9876547,929875464,1516364543
"Yeah I am, so I'll leave maybe 7ish?",SN,12-9876577,92-9875529,1516364894
S.s:)i thinl role is like sachin.just standing. Others have to hit.,VA,129876560,929875485,1516364577
Ok... Take ur time n enjoy ur dinner...,BZ,12-9876556,929875512,1516364792
Arun can u transfr me d amt,NA,129876582,92-9875486,1516365399
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,CM,12-9876548,92-9875450,1516365097
