content,country,recipient,sender,timestamp
Reason is if the team budget is available at last they buy the unsold players for at base rate..,BB,129876591,92-9875455,1516365704
Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!,EH,129876629,999999995,1516365935
Yes but I don't care cause I know its there!,JO,12-9876560,92-9875486,1516365469
Ok...,EH,12-9876591,929875465,1516364658
U still painting ur wall?,BY,12-9876603,92-9875470,1516364701
I am on the way to ur home,TM,12-9876614,929875521,1516365053
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,IR,129876535,929875468,1516366008
Howz that persons story,GS,12-9876603,929875433,1516365309
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,JO,129876537,999999992,1516365728
"Sorry, I'll call later",CA,129876565,929875521,1516365560
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",SC,12-9876558,92-9875435,1516364814
He says hi and to get your ass back to south tampa (preferably at a kegger),UM,129876539,929875529,1516364759
They did't play one day last year know even though they have very good team.. Like india.,NF,12-9876616,92-9875479,1516364444
Who u talking about?,FM,12-9876588,929875518,1516364336
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",RE,129876561,929875525,1516364453
Mm have some kanji dont eat anything heavy ok,TW,129876535,929875516,1516365889
My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,AW,129876583,92-9875474,1516365317
"Ask g or iouri, I've told the story like ten times already",OM,129876573,92-9875500,1516366144
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",DE,12-9876543,999999996,1516365393
"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",TG,12-9876631,92-9875503,1516365130
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,NE,129876553,92-9875497,1516364815
"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",ST,12-9876618,999999999,1516365145
How much is blackberry bold2 in nigeria.,MY,129876631,929875476,1516364774
Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.,MK,12-9876607,92-9875472,1516365308
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",FM,12-9876602,929875435,1516365321
Should I head straight there or what,TJ,12-9876539,92-9875442,1516365422
Yes. I come to nyc for audiitions and am trying to relocate.,PL,129876610,929875508,1516365157
Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u,IQ,12-9876589,929875496,1516364812
Tell me pa. How is pain de.,PF,12-9876584,929875504,1516365819
My birthday is on feb  &lt;#&gt;  da. .,CY,12-9876555,92-9875477,1516365682
So u gonna get deus ex?,CO,12-9876585,92-9875449,1516364257
If I get there before you after your ten billion calls and texts so help me god,CN,129876610,929875515,1516366005
No. Did you multimedia message them or e-mail?,EG,12-9876537,92-9875436,1516365270
You want to go?,MA,12-9876534,92-9875507,1516365217
No probably  &lt;#&gt; %.,GL,12-9876557,929875493,1516365329
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",CI,129876628,929875481,1516366040
"idc get over here, you are not weaseling your way out of this shit twice in a row",CM,129876563,929875444,1516365746
"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",CX,129876573,92-9875434,1516366004
";-( oh well, c u later",MT,12-9876618,92-9875517,1516364377
They just talking thats it de. They wont any other.,NO,12-9876597,92-9875495,1516365788
Dont know you bring some food,GH,12-9876562,92-9875499,1516365801
None of that's happening til you get here though,US,129876577,92-9875510,1516365371
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs �1.50 each",MM,12-9876623,999999996,1516364417
Please da call me any mistake from my side sorry da. Pls da goto doctor.,LK,129876543,929875492,1516365142
Oh you got many responsibilities.,MR,12-9876554,92-9875436,1516364592
Ok.ok ok..then..whats ur todays plan,GB,12-9876604,92-9875529,1516364741
Nope thats fine. I might have a nap tho!,MG,12-9876612,929875514,1516365453
Nah dub but je still buff,KH,129876564,92-9875468,1516364205
How much i gave to you. Morning.,SV,129876627,92-9875517,1516365734
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,YT,129876563,929875477,1516364459
K.:)you are the only girl waiting in reception ah?,KE,12-9876619,929875453,1516365965
U come n search tat vid..not finishd..,CU,12-9876587,92-9875481,1516365146
"Why is that, princess? I bet the brothas are all chasing you!",KR,129876611,92-9875438,1516365306
Now thats going to ruin your thesis!,TV,129876565,929875530,1516364373
How is your schedule next week? I am out of town this weekend.,SM,12-9876548,92-9875481,1516365552
I anything lor...,PY,12-9876606,92-9875448,1516364825
Cramps stopped. Going back to sleep,RS,12-9876600,929875530,1516364671
Yupz... I've oredi booked slots 4 my weekends liao...,SZ,12-9876613,929875454,1516364417
I have no money 4 steve mate! !,TR,129876607,929875450,1516365036
"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",LY,12-9876627,929875486,1516364749
WHAT TIME U WRKIN?,BN,12-9876554,92-9875469,1516364916
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,RW,129876580,999999994,1516365100
"That's fine, I'll bitch at you about it later then",FO,129876577,929875526,1516364948
"\\Hey! do u fancy meetin me at 4 at cha �� hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\"\"\"\"",KH,12-9876604,92-9875439,1516364508
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),NO,12-9876627,92-9875509,1516366077
But we havent got da topic yet rite?,TR,129876558,92-9875446,1516364486
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,NZ,12-9876565,92-9875454,1516365080
You are right. Meanwhile how's project twins comin up,TO,129876581,92-9875503,1516365624
A �400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a �400 reward. Just call 09066380611,FJ,129876536,999999991,1516365535
If You mean the website. Yes.,VC,12-9876597,929875526,1516365551
"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",IR,129876543,999999997,1516365718
Shall i start from hear.,MZ,12-9876611,929875455,1516364398
Well i know Z will take care of me. So no worries.,TT,129876602,929875492,1516365075
Yes da. Any plm at ur office,BJ,12-9876547,929875532,1516365729
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",PE,129876627,929875482,1516365103
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,YT,129876543,929875521,1516365710
Ok i go change also...,TT,129876603,92-9875501,1516366117
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",DO,129876600,929875492,1516364180
It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900),TF,12-9876561,92-9875479,1516364734
Que pases un buen tiempo or something like that,NE,129876581,929875451,1516366148
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",BG,129876601,92-9875488,1516365274
XMAS iscoming & ur awarded either �500 CD gift vouchers & free entry 2 r �100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,LY,129876618,999999995,1516365275
Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,BA,12-9876576,92-9875477,1516365335
Hi dis is yijue i would be happy to work wif �_ all for gek1510...,NC,12-9876536,929875511,1516365135
Dunno dat's wat he told me. Ok lor...,LY,129876579,92-9875451,1516365325
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),SG,12-9876575,929875435,1516365457
Holy living christ what is taking you so long,AG,12-9876533,92-9875498,1516365463
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost �1.50 min MobcudB more,MK,12-9876594,999999996,1516364161
U are subscribed to the best Mobile Content Service in the UK for �3 per ten days until you send STOP to 83435. Helpline 08706091795.,LY,129876588,999999990,1516364851
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,LB,129876544,92-9875509,1516364713
So what do you guys do.,TF,12-9876611,92-9875510,1516365333
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",PW,129876632,999999998,1516364847
Went fast asleep dear.take care.,PR,129876564,92-9875504,1516365000
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,MW,12-9876628,929875433,1516364622
Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been?,UZ,12-9876612,929875518,1516365875
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,AI,12-9876613,92-9875495,1516364876
Fine i miss you very much.,SZ,12-9876623,92-9875474,1516364928
Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!,WF,129876627,999999998,1516364646
You know what hook up means right?,LI,129876548,929875460,1516365194
Pls dont forget to study,CA,12-9876579,929875473,1516365196
Yup. Thk of u oso boring wat.,KN,12-9876540,92-9875439,1516364684
I am taking half day leave bec i am not well,NG,12-9876604,929875505,1516366064
"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg �1.50",VI,12-9876632,999999996,1516364371
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,VA,12-9876608,999999994,1516365155
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,JM,129876613,929875496,1516364776
Huh so early.. Then �_ having dinner outside izzit?,MU,129876611,929875485,1516364543
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,MT,12-9876543,999999990,1516364409
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...,AR,129876625,929875456,1516364286
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,PA,12-9876551,92-9875453,1516364690
"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",MY,12-9876537,999999994,1516364801
One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,GQ,12-9876574,92-9875488,1516364342
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,SJ,129876597,929875508,1516365521
Hi..i got the money da:),LY,12-9876582,92-9875482,1516364357
Last chance 2 claim ur �150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. �3.00 Sub. 16 . Remove txt X or STOP,LV,129876626,999999999,1516365901
Hey do you want anything to buy:),PE,12-9876561,929875456,1516366113
Unlimited texts. Limited minutes.,AZ,12-9876577,929875459,1516366121
Great! So what attracts you to the brothas?,JM,129876553,92-9875451,1516364863
You also didnt get na hi hi hi hi hi,PW,12-9876561,929875513,1516364637
Ok.ok ok..then..whats ur todays plan,ES,12-9876600,929875448,1516365572
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",BS,12-9876552,92-9875441,1516365974
I re-met alex nichols from middle school and it turns out he's dealing!,FJ,12-9876630,92-9875440,1516365364
Finally the match heading towards draw as your prediction.,KG,12-9876556,92-9875465,1516364448
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",MG,12-9876555,92-9875511,1516366071
I'm wif him now buying tix lar...,UZ,12-9876535,92-9875505,1516365581
Will it help if we propose going back again tomorrow,GW,12-9876560,92-9875513,1516366114
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",RW,129876631,92-9875437,1516364985
"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",ST,129876569,999999996,1516364472
"\\I;m reaching in another 2 stops.\"\"\"\"",UZ,12-9876612,929875463,1516365010
"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",GE,129876565,929875482,1516365503
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,FR,129876594,929875437,1516364200
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,KY,129876609,92-9875443,1516365996
"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",NR,12-9876602,92-9875506,1516364802
Then wat r u doing now? Busy wif work?,CD,12-9876598,929875458,1516365049
U ned to convince him tht its not possible witot hurting his feeling its the main,CH,12-9876564,929875478,1516365053
I can't make it tonight,LS,129876573,929875466,1516365724
"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",ID,129876575,92-9875532,1516365723
Sitting ard nothing to do lor. U leh busy w work?,CM,12-9876558,92-9875436,1516364257
Whos this am in class:-),CX,12-9876609,92-9875529,1516365061
"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play �250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",BG,129876591,999999991,1516365384
Ok both our days. So what are you making for dinner tonite? Am I invited?,YE,12-9876599,92-9875493,1516364310
Is that what time you want me to come?,EG,129876541,929875518,1516365602
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,CV,12-9876602,92-9875464,1516366102
Whats the staff name who is taking class for us?,FK,129876571,92-9875514,1516365350
Will �_ b going to esplanade fr home?,FJ,12-9876579,92-9875439,1516364961
Ok can...,GZ,129876574,92-9875494,1516365718
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,LI,12-9876548,999999998,1516365713
"There're some people by mu, I'm at the table by lambda",PH,12-9876564,929875508,1516365573
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",GG,12-9876534,999999995,1516364607
Meeting u is my work. . . Tel me when shall i do my work tomorrow,NE,129876559,92-9875487,1516366043
Howz pain?hope u r fine..,AM,12-9876608,929875433,1516364976
Mm umma ask vava also to come tell him can play later together,YT,129876586,929875468,1516365873
She's fine. Sends her greetings,UZ,129876602,92-9875485,1516364291
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",VU,129876632,92-9875486,1516364425
Yeah I don't see why not,VA,12-9876612,92-9875498,1516364774
"Hmph. Go head, big baller.",MP,12-9876579,929875434,1516364856
"Yeah we wouldn't leave for an hour at least, how's 4 sound?",ML,12-9876588,92-9875520,1516364687
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",SG,12-9876589,929875461,1516364871
Lol now I'm after that hot air balloon!,GW,12-9876554,929875519,1516366100
"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",EE,129876544,92-9875463,1516365735
i see. When we finish we have loads of loans to pay,MP,12-9876610,929875474,1516365598
That one week leave i put know that time. Why.,TM,12-9876551,92-9875457,1516365782
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",BR,12-9876603,92-9875438,1516364208
Change again... It's e one next to escalator...,CH,129876541,929875497,1516364307
have * good weekend.,BT,12-9876567,92-9875478,1516364906
You have 1 new message. Please call 08718738034.,NE,12-9876612,999999991,1516364255
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,HK,12-9876628,92-9875517,1516365275
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,PY,12-9876560,999999997,1516365127
"We are hoping to get away by 7, from Langport. You still up for town tonight?",MC,12-9876583,929875490,1516364176
"As usual..iam fine, happy &amp; doing well..:)",JO,12-9876611,929875486,1516365763
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",GZ,129876552,929875506,1516366092
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,CA,12-9876568,92-9875483,1516364678
Shant disturb u anymore... Jia you...,MD,12-9876605,92-9875512,1516365803
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,LI,12-9876617,92-9875455,1516364707
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,NP,12-9876611,92-9875497,1516364767
"Not for possession, especially not first offense",BJ,129876585,929875477,1516364329
Company is very good.environment is terrific and food is really nice:),BH,12-9876590,929875448,1516364315
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",TV,12-9876585,999999993,1516365001
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,TW,12-9876622,999999999,1516364455
What about this one then.,JE,129876610,92-9875499,1516364350
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",CK,129876584,999999994,1516364938
Ok i am on the way to home hi hi,MO,12-9876629,929875463,1516364395
I WILL CAL YOU SIR. In meeting,UG,129876618,929875526,1516365496
Hey. You got any mail?,FK,12-9876609,92-9875491,1516364729
Another month. I need chocolate weed and alcohol.,HN,129876579,929875496,1516365085
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,IN,129876558,929875513,1516365832
"Sorry, I'll call later ok bye",SL,12-9876595,92-9875488,1516364347
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. �� got a lot of work ar?,PF,12-9876617,92-9875511,1516364445
I jokin oni lar.. �� busy then i wun disturb �_.,VA,129876615,92-9875517,1516365662
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",AQ,12-9876628,929875458,1516365991
Where r e meeting tmr?,RW,12-9876575,92-9875439,1516365261
Would me smoking you out help us work through this difficult time,KW,12-9876570,929875487,1516365579
No current and food here. I am alone also,IO,129876565,929875444,1516365742
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",MC,129876629,92-9875487,1516366038
Sweet heart how are you?,LU,12-9876587,92-9875505,1516365573
Just sleeping..and surfing,AQ,129876622,92-9875485,1516364959
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+,KE,129876558,999999991,1516364808
