content,country,recipient,sender,timestamp
"\\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"\"\"\"",CK,12-9876568,929875467,1516364615
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",KZ,129876618,92-9875445,1516364620
"Its ok chikku, and its my 1 of favourite song..:-)",GT,12-9876618,92-9875502,1516366110
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,PK,12-9876555,92-9875517,1516364647
K I'll be there before 4.,LY,12-9876573,929875522,1516365990
"Yeah, probably here for a while",LR,129876631,92-9875452,1516364182
He dint tell anything. He is angry on me that why you told to abi.,NI,12-9876567,92-9875496,1516364365
Sorry i'm not free...,KY,129876558,929875507,1516364863
Reckon need to be in town by eightish to walk from * carpark.,YE,12-9876616,929875466,1516365005
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",NI,12-9876617,92-9875464,1516365515
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,BN,129876566,929875530,1516364348
I think i've fixed it can you send a test message?,ES,129876541,92-9875456,1516364734
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,TT,129876558,92-9875445,1516364888
I'm done...,BR,12-9876536,929875478,1516365357
Good words.... But words may leave u in dismay many times.,GF,12-9876622,92-9875455,1516365062
it to 80488. Your 500 free text messages are valid until 31 December 2005.,NG,12-9876580,999999995,1516364238
So dont use hook up any how,MU,129876580,92-9875522,1516364486
Alex says he's not ok with you not being ok with it,DE,129876538,92-9875476,1516366098
Somebody set up a website where you can play hold em using eve online spacebucks,CX,12-9876613,92-9875497,1516365110
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),JE,129876540,92-9875481,1516365442
Haf u eaten? Wat time u wan me 2 come?,UM,129876550,92-9875497,1516365077
"My painful personal thought- \\I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"\"\"\"",TZ,129876536,929875525,1516364196
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",ZM,12-9876624,929875473,1516364309
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,GY,129876540,92-9875523,1516365341
�� neva tell me how i noe... I'm not at home in da aft wat...,MG,129876609,92-9875530,1516364624
Send me your id and password,LI,129876556,92-9875435,1516366142
ILL B DOWN SOON,GT,12-9876541,929875448,1516366131
"Alright if you're sure, let me know when you're leaving",AW,12-9876628,92-9875473,1516365757
Anything lor if they all go then i go lor...,LK,129876576,92-9875499,1516365805
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,KI,12-9876596,929875511,1516365549
"Im sorry bout last nite it wasn��t ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",PY,129876559,92-9875434,1516364831
It should take about  &lt;#&gt;  min,LT,129876611,929875491,1516364273
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",PM,12-9876577,999999998,1516365360
Delhi and chennai still silent.,PF,12-9876599,929875516,1516365002
"Sorry, I'll call later",RO,12-9876588,929875505,1516364477
Are you available for soiree on June 3rd?,SL,12-9876591,92-9875470,1516365161
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \\ADP\"\"\"\"",MO,12-9876596,999999992,1516364304
Hi. I'm always online on yahoo and would like to chat with you someday,LT,129876619,92-9875495,1516365242
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,KY,129876608,929875483,1516365635
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",BB,129876546,999999998,1516366003
Well boy am I glad G wasted all night at applebees for nothing,ER,12-9876541,92-9875495,1516364999
Hey what's up charles sorry about the late reply.,DK,129876619,929875433,1516364506
Actually i'm waiting for 2 weeks when they start putting ad.,TK,12-9876571,929875453,1516364465
Hi dude hw r u da realy mising u today,IM,12-9876561,92-9875494,1516365481
Dear got bus directly to calicut,PW,129876594,929875452,1516365024
That seems unnecessarily affectionate,JM,12-9876545,929875440,1516366007
Short But Cute: \Be a good person,LS,129876566,929875449,1516365705
Meeting u is my work. . . Tel me when shall i do my work tomorrow,BE,129876625,929875483,1516366152
Cab is available.they pick up and drop at door steps.,IN,12-9876546,929875514,1516364904
Hmmm:)how many players selected?,MY,129876607,929875503,1516365314
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,US,129876581,92-9875436,1516365802
I cant pick the phone right now. Pls send a message,LK,12-9876564,92-9875466,1516365864
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,AE,12-9876551,999999993,1516364575
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",GM,12-9876596,92-9875487,1516364829
"Cool, what time you think you can get here?",DJ,129876552,92-9875499,1516364815
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,NG,129876561,999999997,1516365980
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",PE,12-9876535,999999996,1516364597
Having lunch:)you are not in online?why?,LS,12-9876612,92-9875502,1516364501
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),IM,12-9876631,999999990,1516364931
What was she looking for?,AU,129876548,92-9875529,1516364482
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,BI,12-9876533,92-9875488,1516364233
Hope you are having a good week. Just checking in,HN,129876621,929875453,1516365178
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,CO,12-9876606,92-9875452,1516365476
Ok c �_ then.,TR,12-9876605,929875512,1516365941
Mmm thats better now i got a roast down me! i��d b better if i had a few drinks down me 2! Good indian?,RE,12-9876567,92-9875532,1516364410
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,CF,129876578,999999998,1516365128
Then u go back urself lor...,LY,129876604,929875454,1516365704
If you're not in my car in an hour and a half I'm going apeshit,SZ,129876535,929875438,1516364662
here is my new address -apples&pairs&all that malarky,DE,12-9876591,92-9875486,1516365511
Did u download the fring app?,SA,12-9876563,929875500,1516365749
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,SA,12-9876585,929875512,1516364870
Goodmorning today i am late for  &lt;DECIMAL&gt; min.,GQ,12-9876535,92-9875473,1516365335
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,EE,129876534,92-9875453,1516365383
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",MU,129876581,92-9875446,1516366029
"Hiya, probably coming home * weekend after next",UG,12-9876558,92-9875458,1516364777
"Me, i dont know again oh",SE,12-9876535,929875529,1516365357
Esplanade lor. Where else...,RO,129876550,929875494,1516364954
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",AL,129876613,92-9875461,1516365415
K sure am in my relatives home. Sms me de. Pls:-),GH,12-9876553,929875444,1516365602
"She was supposed to be but couldn't make it, she's still in town though",SZ,12-9876556,929875445,1516365157
Even i cant close my eyes you are in me our vava playing umma :-D,VN,129876605,929875509,1516364946
I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,DO,129876622,999999996,1516364394
"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",SO,12-9876572,929875471,1516364622
Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,MT,12-9876581,999999996,1516364627
Cheers for the card ... Is it that time of year already?,MO,129876590,929875475,1516365039
Filthy stories and GIRLS waiting for your,GW,12-9876546,999999996,1516364865
Ya srsly better than yi tho,IO,129876584,92-9875515,1516364158
Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,CK,129876571,929875438,1516365021
So �_ pay first lar... Then when is da stock comin...,MK,129876595,92-9875504,1516365677
Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save �s with Free texts/weekend calls. Text YES for a callback orno to opt out,FI,129876575,999999996,1516364671
"I prefer my free days... Tues, wed, fri oso can... �� ask those workin lor...",CY,12-9876612,929875469,1516364944
Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,SK,129876607,929875510,1516365822
"Come round, it's .",DK,129876580,92-9875515,1516364783
I'm at home. Please call,RE,129876629,929875445,1516365003
"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",GT,12-9876572,999999990,1516365996
Yavnt tried yet and never played original either,SY,12-9876542,92-9875476,1516364581
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",QA,129876593,999999993,1516364958
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,VE,12-9876589,92-9875499,1516364367
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",BB,12-9876619,929875478,1516364873
Oh :-)only 4 outside players allowed to play know,TO,12-9876624,92-9875465,1516365703
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,ZM,12-9876587,92-9875494,1516364290
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",SM,12-9876632,929875500,1516365646
Or just do that 6times,BF,12-9876546,929875447,1516364574
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",CG,129876567,92-9875454,1516365679
This phone has the weirdest auto correct.,PF,129876537,92-9875502,1516364912
Not getting anywhere with this damn job hunting over here!,KN,12-9876602,92-9875526,1516364599
"K, wat s tht incident?",CA,12-9876545,92-9875474,1516364233
What Today-sunday..sunday is holiday..so no work..,BT,129876595,929875480,1516365450
"Hi elaine, is today's meeting confirmed?",AL,129876614,929875505,1516364483
Yup...,SH,12-9876586,92-9875516,1516365667
Ok..,BR,129876543,929875501,1516365187
Jordan got voted out last nite!,MH,129876568,929875521,1516364570
Where's my boytoy? I miss you ... What happened?,GN,12-9876541,929875492,1516365764
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,AM,12-9876572,999999992,1516365041
Jesus armand really is trying to tell everybody he can find,TH,12-9876572,92-9875465,1516365963
SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK ��MORROW. C U THIS WK? WHO WAS THE MSG 4? �� RANDOM!,BN,129876551,929875445,1516365683
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,AR,129876629,999999992,1516365715
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,MD,129876631,929875469,1516364553
Hey... Why dont we just go watch x men and have lunch... Haha,EC,12-9876613,92-9875441,1516365845
1's reach home call me.,KM,12-9876558,929875509,1516364273
My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,GS,129876614,92-9875469,1516366091
K..k..any special today?,MH,129876556,929875441,1516364464
"Right on brah, see you later",TW,12-9876577,92-9875489,1516365424
Can not use foreign stamps in this country. Good lecture .,SR,12-9876608,92-9875433,1516365457
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,LB,12-9876558,999999992,1516365203
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,GD,129876586,929875514,1516365802
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",SO,12-9876536,929875523,1516365543
What happened in interview?,PW,12-9876536,929875527,1516364192
Re your call; You didn't see my facebook huh?,PM,129876614,929875509,1516366082
Tell them the drug dealer's getting impatient,FM,129876615,929875520,1516365320
Once free call me sir.,BF,129876611,929875449,1516364775
He also knows about lunch menu only da. . I know,NC,129876538,92-9875464,1516365037
Probably earlier than that if the station's where I think it is,CV,12-9876540,929875450,1516364927
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",KH,129876576,92-9875531,1516365790
If I die I want u to have all my stuffs.,CN,12-9876584,92-9875488,1516364845
I'm vivek:)i got call from your number.,PF,129876584,929875525,1516366064
"Princess, is your kitty shaved or natural?",AU,12-9876542,92-9875532,1516365848
"Sorry, I'll call later",BV,129876554,929875510,1516364691
"Yeah probably, I still gotta check out with leo",CI,129876617,929875496,1516364929
Captain vijaykanth is doing comedy in captain tv..he is drunken :),MO,12-9876607,929875516,1516365965
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,BW,12-9876631,999999996,1516365851
"This is the 2nd time we have tried 2 contact u. U have won the �750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",GZ,129876556,999999996,1516364996
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,EC,12-9876614,929875441,1516364678
U WILL SWITCH YOUR FONE ON DAMMIT!!,GH,129876631,92-9875440,1516365066
Near kalainar tv office.thenampet,MM,129876602,92-9875440,1516365414
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,YT,12-9876559,92-9875474,1516364183
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,SE,12-9876580,92-9875484,1516364411
K:)k..its good:)when are you going?,ID,12-9876538,92-9875528,1516365499
Thts wat Wright Brother did to fly..,NF,12-9876583,92-9875450,1516364776
Umma my life and vava umma love you lot dear,IS,12-9876628,929875448,1516365541
\alright babe,ZW,129876598,92-9875517,1516364635
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,KP,129876551,999999997,1516365814
Umma. Did she say anything,VI,129876535,929875436,1516364213
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SG,12-9876598,999999998,1516364307
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,FM,129876552,92-9875438,1516364467
Ugh just got outta class,JM,129876606,929875493,1516364958
Oh baby of the house. How come you dont have any new pictures on facebook,GB,129876627,92-9875443,1516364358
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",IM,129876591,999999990,1516365278
"Not much, just some textin'. How bout you?",AR,129876628,929875479,1516366051
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,BV,129876543,999999991,1516365117
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,MQ,129876569,999999991,1516365035
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",GS,129876571,999999996,1516365428
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,CO,12-9876546,999999993,1516364359
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,ZM,129876598,92-9875488,1516364274
Still work going on:)it is very small house.,EG,12-9876610,92-9875471,1516364534
Right it wasnt you who phoned it was someone with a number like yours!,EG,12-9876595,929875511,1516364727
"I am real, baby! I want to bring out your inner tigress...",UG,129876553,92-9875446,1516364557
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",SC,12-9876583,999999999,1516366036
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",CU,129876570,929875496,1516364230
"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",ME,12-9876586,929875499,1516365939
"\\Pete can you please ring meive hardly gotany credit\"\"\"\"",NG,129876617,92-9875448,1516364798
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,MS,12-9876618,929875501,1516365896
Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,MU,129876544,92-9875532,1516366043
Then anything special?,RU,12-9876563,92-9875470,1516365064
I will see in half an hour,IO,129876615,929875510,1516364238
Thinkin about someone is all good. No drugs for that,TC,129876547,929875446,1516365765
No da. . Vijay going to talk in jaya tv,GH,129876566,929875526,1516365134
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,PN,129876583,92-9875457,1516364288
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",AZ,129876624,92-9875450,1516364364
All done? All handed in? Celebrations in full swing yet?,VN,12-9876553,929875529,1516365210
"For ur chance to win �250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",EG,129876562,999999990,1516365339
Wot about on wed nite I am 3 then but only til 9!,UZ,129876593,92-9875440,1516364645
So can collect ur laptop?,BT,129876565,92-9875491,1516365677
I'm in school now n i'll be in da lab doing some stuff give me a call when �_ r done.,CC,129876624,92-9875434,1516365781
"Aight will do, thanks again for comin out",MP,129876610,92-9875448,1516365091
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,LI,129876586,999999990,1516365392
"Omw back to tampa from west palm, you hear what happened?",LV,129876616,929875507,1516364650
Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,EG,129876571,929875529,1516365733
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,GT,129876589,92-9875526,1516364464
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, �1.50 to rcv",MZ,12-9876610,999999992,1516365974
Ok Chinese food on its way. When I get fat you're paying for my lipo.,IR,12-9876596,92-9875450,1516364943
"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",LI,12-9876559,929875475,1516365868
S but mostly not like that.,BY,129876556,929875479,1516364598
Are u awake? Is there snow there?,BM,12-9876603,92-9875532,1516365495
Also maaaan are you missing out,MD,129876598,92-9875514,1516364619
"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",SH,12-9876536,92-9875512,1516364883
Thats cool. i liked your photos. You are very sexy!,ST,12-9876597,929875436,1516364914
Then cant get da laptop? My matric card wif �_ lei...,QA,12-9876554,929875441,1516366136
I sent lanre fakeye's Eckankar details to the mail box,PY,129876591,92-9875481,1516364447
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,KN,129876554,92-9875509,1516365334
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,UA,129876612,929875496,1516364933
"\"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \\Ur Lovely Friendship\"\"... good morning dear\"\"\"",MN,129876590,929875508,1516365879
"\\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & I��LLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"\"\"\"",PA,129876617,92-9875479,1516365136
I'm now but have to wait till 2 for the bus to pick me.,FJ,12-9876616,92-9875491,1516364501
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,MO,12-9876577,999999990,1516365315
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",MR,12-9876621,929875476,1516365534
I think the other two still need to get cash but we can def be ready by 9,GA,12-9876609,92-9875517,1516365208
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,UZ,129876620,999999996,1516364589
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,TH,12-9876582,999999997,1516365839
Thats cool. I want to please you...,SR,129876565,929875506,1516364922
Then u going ikea str aft dat?,CY,129876555,929875506,1516364784
"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",KY,12-9876556,929875462,1516365028
"I'm not sure, I was just checking out what was happening around the area",BA,129876548,92-9875457,1516365964
Call from 08702490080 - tells u 2 call 09066358152 to claim �5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,SZ,12-9876600,999999995,1516365778
Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,PW,12-9876542,92-9875437,1516365384
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,IN,129876597,929875469,1516364561
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",FM,129876573,92-9875486,1516365643
Your pussy is perfect!,TM,12-9876547,929875492,1516364448
"Wat time liao, where still got.",GI,12-9876565,92-9875498,1516364514
"\\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"\"\"\"",BT,12-9876582,929875518,1516365947
"Sorry, I'll call later In meeting.",XK,129876538,92-9875453,1516364805
I'm in class. Will holla later,GG,129876614,929875487,1516364507
Only saturday and sunday holiday so its very difficult:),TC,12-9876610,929875492,1516366019
"Easy mate, * guess the quick drink was bit ambitious.",FJ,129876589,929875511,1516365759
Y so late but i need to go n get da laptop...,IS,12-9876609,92-9875434,1516364763
I AM AT A PARTY WITH ALEX NICHOLS,LV,12-9876602,929875460,1516364255
If I was I wasn't paying attention,PA,12-9876549,929875493,1516364788
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,AL,129876568,92-9875505,1516364857
"Sorry, I'll call you  later. I am in meeting sir.",GG,129876604,92-9875532,1516366044
Lol great now im getting hungry.,CM,129876547,92-9875499,1516365375
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,CO,12-9876570,999999998,1516365932
Also that chat was awesome but don't make it regular unless you can see her in person,CM,12-9876541,92-9875510,1516365501
Excellent! Wish we were together right now!,PG,12-9876587,92-9875470,1516365879
Marvel Mobile Play the official Ultimate Spider-man game (�4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,SG,129876542,999999996,1516365507
"URGENT! Your Mobile No. was awarded �2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",GN,12-9876559,999999995,1516364162
R �_ comin back for dinner?,GD,129876587,929875463,1516365257
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,TF,129876560,92-9875491,1516364773
I not at home now lei...,BE,129876629,92-9875477,1516365258
"K I'm leaving soon, be there a little after 9",MP,12-9876567,92-9875467,1516365064
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",BR,12-9876617,999999996,1516364279
No way I'm going back there!,VI,12-9876541,92-9875505,1516364422
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.,UM,129876566,929875436,1516364675
