content,country,recipient,sender,timestamp
"For ur chance to win a �250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",LU,129876558,999999996,1516365884
Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,ES,12-9876556,92-9875463,1516365587
Oh sorry please its over,AT,129876539,92-9875493,1516365898
"I noe la... U wana pei bf oso rite... K lor, other days den...",JP,12-9876626,929875530,1516364712
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,ZW,129876543,999999996,1516364405
Im just wondering what your doing right now?,UA,12-9876571,929875458,1516364157
Theyre doing it to lots of places. Only hospitals and medical places are safe.,TH,129876563,929875467,1516364637
I will see in half an hour,SO,129876615,92-9875463,1516364231
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,CY,12-9876624,92-9875523,1516364909
Poor girl can't go one day lmao,GI,129876549,92-9875516,1516364538
Thank you princess! You are so sexy...,PF,12-9876579,929875447,1516365871
Apart from the one i told you about yesterday?,BH,12-9876566,929875478,1516365589
Fffff. Can you text kadeem or are you too far gone,CK,12-9876590,929875516,1516365973
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ML,129876627,92-9875513,1516364646
Tmr then �_ brin lar... Aiya later i come n c lar... Mayb �_ neva set properly �_ got da help sheet wif �_...,MV,129876556,92-9875497,1516365747
Great! I have to run now so ttyl!,HN,12-9876631,929875446,1516364422
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,TZ,12-9876627,929875439,1516365658
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,KE,129876581,999999993,1516366036
So do you have samus shoulders yet,TC,12-9876579,92-9875522,1516365514
Reverse is cheating. That is not mathematics.,ZW,129876573,92-9875469,1516364545
"\\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"\"\"\"",FI,129876587,929875471,1516365065
Ok...,LT,12-9876603,92-9875458,1516364854
"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",VA,12-9876576,929875466,1516364891
I will reach before ten morning,PT,129876578,92-9875458,1516365369
Jos ask if u wana meet up?,KM,129876613,929875485,1516364548
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,KI,129876602,999999997,1516365117
"Haha yeah I see that now, be there in a sec",TW,12-9876533,92-9875435,1516365977
"Sorry, I can't text &amp; drive coherently, see you in twenty",AN,12-9876564,92-9875463,1516364891
"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",AR,129876582,929875479,1516364569
Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,FJ,129876538,929875530,1516364678
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",LV,129876614,929875521,1516365894
Ok...,BV,129876553,929875532,1516364397
Nvm it's ok...,PN,12-9876561,92-9875487,1516364858
I'm home. Doc gave me pain meds says everything is fine.,IS,12-9876605,92-9875468,1516364653
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",QA,129876632,929875441,1516365621
"Miss ya, need ya, want ya, love ya.",ET,12-9876616,92-9875513,1516365547
I love to cuddle! I want to hold you in my strong arms right now...,MQ,129876550,929875507,1516364742
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",MW,12-9876628,929875471,1516365353
Where in abj are you serving. Are you staying with dad or alone.,CF,129876601,92-9875445,1516365107
What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,IR,12-9876621,999999997,1516364343
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),UA,12-9876572,929875434,1516365277
Crazy ar he's married. �� like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,NO,12-9876573,929875433,1516364662
"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",PE,129876590,999999994,1516365490
Am in film ill call you later.,TH,12-9876594,929875456,1516365727
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",EC,129876533,929875448,1516365135
Cant think of anyone with * spare room off * top of my head,QA,12-9876601,92-9875522,1516365127
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",PA,12-9876604,929875507,1516364471
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",CI,129876552,92-9875475,1516365896
"K so am I, how much for an 8th? Fifty?",LB,12-9876570,92-9875468,1516364184
Please ask mummy to call father,ID,12-9876610,929875458,1516366083
Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY �10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,IR,12-9876550,999999994,1516366015
When �_ login dat time... Dad fetching �_ home now?,SI,129876579,929875433,1516366062
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,KE,12-9876543,999999990,1516365215
What's nannys address?,HR,12-9876594,929875531,1516365671
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",LR,129876573,999999995,1516366118
Ok.,NF,12-9876625,92-9875526,1516365777
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",GF,12-9876538,999999993,1516364993
"\"Did you hear about the new \\Divorce Barbie\"\"? It comes with all of Ken's stuff!\"\"\"",RO,12-9876564,999999998,1516365114
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",EH,129876581,929875461,1516364314
Depends on where u going lor.,HU,129876602,92-9875506,1516364849
Good Morning plz call me sir,AW,12-9876600,929875527,1516364716
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386,CK,12-9876550,999999998,1516365775
Ok i juz receive..,BS,12-9876548,929875461,1516365459
Good evening! this is roger. How are you?,AN,12-9876563,92-9875501,1516366024
RGENT! This is the 2nd attempt to contact U!U have WON �1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max�7. 50,LU,12-9876621,999999999,1516365154
Ho ho - big belly laugh! See ya tomo,KM,129876572,929875468,1516365531
Er yep sure. Props?,GZ,12-9876584,929875523,1516365595
Ok... Then r we meeting later?,GG,129876535,92-9875511,1516364886
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,ID,129876567,92-9875492,1516365101
"Gumby's has a special where a  &lt;#&gt; \\ cheese pizza is $2 so I know what we're doin tonight\"\"",PM,12-9876549,92-9875503,1516365810
Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),HT,12-9876585,92-9875512,1516365268
"Its good, we'll find a way",AW,12-9876604,929875503,1516364812
Lmao but its so fun...,EH,129876565,929875523,1516364954
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,KR,12-9876547,929875511,1516364457
Sure! I am driving but will reach my destination soon.,SH,12-9876625,929875436,1516366022
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,GS,12-9876585,92-9875440,1516364722
What happen dear. Why you silent. I am tensed,SB,12-9876546,929875441,1516366056
Oh:)as usual vijay film or its different?,BV,129876553,929875461,1516364243
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,MX,12-9876611,999999996,1516364412
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,HK,129876588,929875443,1516366044
Pls send me the correct name da.,IO,129876543,92-9875516,1516364539
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,HM,12-9876616,929875469,1516365507
Urgent Ur �500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 �1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,IR,129876594,999999991,1516365472
Prepare to be pleasured :),LC,129876556,929875447,1516364390
Go fool dont cheat others ok,JP,12-9876582,92-9875512,1516364487
U buy newspapers already?,IO,129876578,929875485,1516365748
ITS A LAPTOP TAKE IT WITH YOU.,MZ,12-9876592,92-9875458,1516365894
For my family happiness..,MY,129876544,929875443,1516365297
Now? I'm going out 4 dinner soon..,AD,12-9876589,92-9875472,1516365898
Customer place i will call you.,CR,12-9876539,929875503,1516364382
LOL ... Have you made plans for new years?,DJ,129876602,92-9875530,1516364738
Thanks for understanding. I've been trying to tell sura that.,MH,12-9876543,92-9875459,1516365613
PICK UR FONE UP NOW U DUMB?,TT,129876567,92-9875529,1516365248
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,BF,12-9876553,92-9875463,1516365100
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",SR,12-9876630,929875468,1516364265
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,GA,129876602,92-9875441,1516364222
Sent me ur email id soon,GG,129876547,92-9875447,1516364605
+123 Congratulations - in this week's competition draw u have won the �1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,MT,129876533,999999995,1516365340
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ES,12-9876536,929875523,1516366069
Oh that was a forwarded message. I thought you send that to me,PH,129876605,929875460,1516365384
Any pain on urination any thing else?,LC,12-9876621,92-9875528,1516365449
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,HT,12-9876567,999999997,1516365989
You should get more chicken broth if you want ramen unless there's some I don't know about,VG,129876603,92-9875488,1516364404
Cancel cheyyamo?and get some money back?,RU,12-9876592,92-9875478,1516365893
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,TR,12-9876611,929875493,1516364530
"Yo, you at jp and hungry like a mofo?",CR,12-9876629,929875511,1516365591
"If e timing can, then i go w u lor...",PG,129876536,92-9875443,1516365461
Today my system sh get ready.all is well and i am also in the deep well,SA,12-9876627,929875532,1516364675
"Ur balance is now �600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",AR,12-9876541,999999996,1516365491
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,TC,12-9876560,929875512,1516365606
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",GZ,12-9876601,929875491,1516365617
"I'm in a meeting, call me later at",SH,129876607,92-9875450,1516365746
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",BM,12-9876624,929875506,1516365971
"What will we do in the shower, baby?",PE,129876570,929875453,1516364484
at bruce b downs &amp; fletcher now,LB,12-9876599,929875494,1516364709
Hey gals...U all wanna meet 4 dinner at n��te?,BY,129876617,929875510,1516364518
No message..no responce..what happend?,CD,129876618,929875532,1516365841
Uncle Abbey! Happy New Year. Abiola,TJ,129876555,92-9875493,1516364936
The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,BJ,129876567,92-9875477,1516364161
I attended but nothing is there.,VU,12-9876567,92-9875527,1516365931
UR awarded a City Break and could WIN a �200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 �1.50perWKsub,AM,129876584,999999996,1516365650
Yes. Nigh you cant aha.,PS,129876542,92-9875515,1516364947
Aight sorry I take ten years to shower. What's the plan?,XK,129876578,929875532,1516365300
Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,TC,12-9876561,929875442,1516365316
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,CM,12-9876548,929875490,1516364537
Oh k. . I will come tomorrow,SI,129876539,929875502,1516366115
Huh but i cant go 2 ur house empty handed right?,BN,12-9876543,929875518,1516364490
"I sent you the prices and do you mean the  &lt;#&gt; g,",GD,129876569,92-9875492,1516365495
Spoons it is then okay?,MV,129876561,929875456,1516365737
"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",PY,12-9876543,999999997,1516364451
Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,MY,129876618,999999996,1516365844
You have won a guaranteed �200 award or even �1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP,SM,12-9876540,999999994,1516364925
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",RS,12-9876539,999999998,1516364815
Yup... I havent been there before... You want to go for the yoga? I can call up to book,SA,129876574,92-9875451,1516364504
No messages on her phone. I'm holding it now,GG,12-9876605,92-9875525,1516364850
Good night. Am going to sleep.,JM,12-9876574,92-9875522,1516365349
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,MQ,129876558,92-9875450,1516364304
"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",VG,129876624,92-9875514,1516364459
"Night night, see you tomorrow",GU,12-9876544,929875530,1516364511
88066 FROM 88066 LOST 3POUND HELP,SI,12-9876580,999999995,1516365854
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",KN,129876594,999999997,1516364469
"I'm not coming over, do whatever you want",CY,129876628,92-9875509,1516365292
Wen did you get so spiritual and deep. That's great,TN,129876534,929875520,1516365273
Dont think so. It turns off like randomlly within 5min of opening,AS,12-9876580,92-9875477,1516365254
URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,HK,129876562,999999990,1516366113
Going to take your babe out ?,KZ,129876619,92-9875481,1516366080
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,IR,12-9876584,999999994,1516364728
"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ZM,12-9876572,929875483,1516364948
"Yes, i'm small kid.. And boost is the secret of my energy..",KI,129876632,92-9875528,1516366003
I'm home.,IE,12-9876541,929875445,1516365757
Nope. Meanwhile she talk say make i greet you.,ES,129876558,929875529,1516364248
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,NI,12-9876554,929875438,1516365691
* Am on a train back from northampton so i'm afraid not!,FI,129876612,929875528,1516364598
Ok.,KZ,12-9876602,929875502,1516365355
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",UZ,12-9876575,929875444,1516366108
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,RS,129876540,999999992,1516365069
Neva mind it's ok..,MC,12-9876587,92-9875457,1516365799
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,BF,129876613,999999995,1516364967
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,AM,129876616,999999992,1516364658
I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,MA,12-9876542,929875476,1516364364
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,AZ,12-9876603,999999998,1516365711
Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,RE,12-9876627,929875492,1516365181
Tell them u have a headache and just want to use 1 hour of sick time.,IE,129876538,92-9875506,1516365990
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,CD,12-9876629,929875481,1516364385
"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",AL,12-9876607,929875492,1516364551
Beerage?,PK,12-9876560,92-9875495,1516364398
Erm. I thought the contract ran out the4th of october.,RS,129876560,929875528,1516365761
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,SI,12-9876565,929875528,1516364840
"\"I'm not smoking while people use \\wylie smokes too much\"\" to justify ruining my shit\"\"\"",IN,12-9876596,92-9875438,1516364575
Thanks  and ! Or bomb and date as my phone wanted to say!,LT,129876606,929875505,1516365136
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,CR,129876534,92-9875433,1516364599
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,PM,12-9876609,929875475,1516364406
I sent them. Do you like?,TR,129876610,92-9875462,1516364299
* Am on my way,LV,129876579,92-9875467,1516364429
I'm serious. You are in the money base,LU,129876601,92-9875442,1516364294
Dunno lei... I thk mum lazy to go out... I neva ask her yet...,MO,129876620,929875487,1516365252
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,MX,12-9876582,92-9875522,1516365317
Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,GN,129876603,92-9875506,1516364645
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,DJ,129876623,999999998,1516365415
Where r we meeting?,NA,12-9876562,929875489,1516364224
Hey i've booked the pilates and yoga lesson already... Haha,IR,12-9876627,929875514,1516365767
Need a coffee run tomo?Can't believe it's that time of week already,DE,12-9876619,92-9875501,1516364552
Dunno y u ask me.,ES,12-9876615,929875516,1516364901
Just finished eating. Got u a plate. NOT leftovers this time.,PM,12-9876585,929875449,1516365653
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+,CR,129876617,999999994,1516365866
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",AZ,12-9876565,92-9875525,1516365347
Where you. What happen,RO,12-9876620,92-9875496,1516364307
"It,,s a taxt massage....tie-pos argh ok! Lool!",SJ,129876534,929875472,1516365681
Can come my room but cannot come my house cos my house still messy... Haha...,MT,129876629,92-9875531,1516364807
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",IO,129876623,92-9875504,1516364383
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,GU,12-9876568,92-9875491,1516365819
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,CA,12-9876580,929875496,1516364688
"I can't right this second, gotta hit people up first",SB,129876625,92-9875451,1516364455
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,SA,12-9876594,999999994,1516364443
I've reached sch already...,SN,12-9876608,929875493,1516365251
Dear how you. Are you ok?,EG,129876550,929875464,1516365961
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,GY,129876590,92-9875517,1516365852
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),GU,129876605,92-9875434,1516365939
Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ER,129876602,929875471,1516365562
I'm at bruce &amp; fowler now but I'm in my mom's car so I can't park (long story),AZ,12-9876598,92-9875480,1516364758
Smith waste da.i wanna gayle.,JO,129876599,92-9875439,1516365100
"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",GY,12-9876543,929875493,1516365862
Ok i thk i got it. Then u wan me 2 come now or wat?,VE,129876587,929875440,1516365242
Huh i cant thk of more oredi how many pages do we have?,NG,12-9876614,92-9875518,1516365403
I not free today i haf 2 pick my parents up tonite...,GI,129876551,92-9875532,1516364542
"\"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \\smokes too much\"\" for the entire month of february\"",TG,129876583,929875492,1516365826
Ok. There may be a free gym about.,TL,129876606,929875448,1516365017
"\"Wishing you and your family Merry \\X\"\" mas and HAPPY NEW Year in advance..\"\"\"",CK,129876585,929875509,1516364186
SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,AQ,129876599,999999995,1516364804
"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",ZW,12-9876610,92-9875523,1516364530
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",NR,129876593,92-9875450,1516365455
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",KZ,129876597,92-9875518,1516365422
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,TT,129876563,92-9875523,1516365717
I dont have that much image in class.,MR,129876583,929875457,1516364953
We're done...,CL,12-9876572,92-9875487,1516364723
Still chance there. If you search hard you will get it..let have a try :),IE,12-9876534,92-9875502,1516364187
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",SH,129876556,92-9875435,1516366024
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",BR,129876605,92-9875450,1516364939
"\"Awesome question with a cute answer: Someone asked a boy \\how is ur life?\"\" . . He smiled &amp; answered: . . \\\"\"She is fine!\\\"\" Gudnite\"\"\"",GI,129876587,929875498,1516364500
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,GL,12-9876550,999999994,1516365486
I'll be late...,CD,12-9876610,92-9875522,1516365170
"Yeah, we got one lined up for us",LU,129876567,92-9875461,1516364852
Yes i have. So that's why u texted. Pshew...missing you so much,IQ,129876581,92-9875460,1516365283
At 4. Let's go to bill millers,BF,129876553,92-9875443,1516364551
Long beach lor. Expected... U having dinner now?,AL,12-9876579,929875466,1516365161
Might ax well im there.,BW,12-9876620,92-9875439,1516364622
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,PF,12-9876541,92-9875473,1516365323
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",UY,129876559,999999995,1516364399
Much better now thanks lol,AL,12-9876611,929875451,1516364351
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp �1.50/msg.,GS,12-9876620,999999990,1516364627
The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,IT,129876563,929875532,1516365802
That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,KP,129876545,929875513,1516364657
�� give me some time to walk there.,IS,129876621,929875456,1516365914
Dear i have reache room,PF,129876603,929875477,1516364253
"Haha awesome, be there in a minute",BG,129876540,929875485,1516365208
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,MY,12-9876632,92-9875435,1516366136
Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,TZ,129876623,92-9875482,1516365603
Oh my God. I'm almost home,TF,129876582,92-9875491,1516364433
ALSO TELL HIM I SAID HAPPY BIRTHDAY,BZ,129876557,92-9875462,1516364614
Try neva mate!!,AZ,12-9876550,92-9875492,1516365211
"I hav almost reached. Call, i m unable to connect u.",TW,129876593,929875441,1516364373
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,EC,129876585,92-9875449,1516364833
