content,country,recipient,sender,timestamp
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,GP,129876583,929875501,1516364648
Jay says that you're a double-faggot,BR,12-9876539,929875479,1516365285
"Haha awesome, I've been to 4u a couple times. Who all's coming?",BR,12-9876612,92-9875490,1516366070
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",SZ,129876622,92-9875488,1516364476
Two teams waiting for some players,YT,12-9876546,92-9875478,1516364541
Hey tmr meet at bugis 930 ?,GU,12-9876534,929875516,1516364312
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,NI,129876595,929875448,1516364228
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,TH,129876590,929875525,1516364592
Are you not around or just still asleep? :V,BY,12-9876624,929875522,1516364732
"Call me da, i am waiting for your call.",IL,12-9876631,929875527,1516365815
I just saw ron burgundy captaining a party boat so yeah,PT,12-9876585,92-9875446,1516364323
"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",AO,12-9876615,929875521,1516364723
Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,UY,12-9876578,999999997,1516364644
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",MC,12-9876598,929875483,1516365586
Y de asking like this.,BV,12-9876557,92-9875514,1516364625
I am sorry it hurt you.,SY,12-9876548,929875442,1516366019
Many more happy returns of the day. I wish you happy birthday.,HR,129876561,929875521,1516366038
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",CH,12-9876584,929875500,1516364227
�� bot notes oredi... Cos i juz rem i got...,EC,129876605,92-9875521,1516365570
"Sorry, I'll call later",TC,129876563,92-9875521,1516365562
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,GD,12-9876605,92-9875474,1516366042
WHORE YOU ARE UNBELIEVABLE.,TV,12-9876598,929875527,1516364355
Host-based IDPS for linux systems.,GS,129876592,92-9875460,1516364437
Armand says get your ass over to epsilon,MU,129876573,929875434,1516365134
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,PA,12-9876555,999999999,1516365615
How come i din c �_... Yup i cut my hair...,RE,12-9876617,92-9875449,1516364848
Gd luck 4 ur exams :-),ZM,12-9876597,929875493,1516365131
Yup i'm free...,PK,129876602,929875505,1516365775
"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",PF,129876615,92-9875442,1516365401
�� say until like dat i dun buy ericsson oso cannot oredi lar...,GS,12-9876587,929875520,1516365430
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,EC,12-9876609,999999992,1516364700
That's y i said it's bad dat all e gals know u... Wat u doing now?,KY,12-9876612,92-9875443,1516364363
Moby Pub Quiz.Win a �100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP �1.50 008704050406 SP,BH,12-9876568,999999998,1516365233
Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,ER,129876540,929875501,1516366149
Happy new year. Hope you are having a good semester,CV,12-9876582,929875518,1516364257
G wants to know where the fuck you are,NP,129876566,92-9875503,1516365630
K then 2marrow are you coming to class.,NF,12-9876561,929875507,1516365865
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,AQ,129876551,92-9875523,1516365423
Thankyou so much for the call. I appreciate your care.,LC,129876569,92-9875470,1516365127
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",TT,129876552,929875464,1516364428
Carlos says he'll be at mu in  &lt;#&gt;  minutes,BA,12-9876535,929875494,1516364462
"U can WIN �100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",AO,129876561,999999996,1516365946
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,TT,12-9876576,929875517,1516365468
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!�����_??�۬ud evening...,MQ,12-9876589,929875489,1516365141
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,SZ,129876545,999999999,1516364891
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,SV,12-9876619,929875493,1516364377
Keep my payasam there if rinu brings,VA,12-9876550,92-9875488,1516364709
I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,GU,129876615,929875442,1516364329
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,DJ,129876595,929875504,1516364369
"Alright, we're all set here, text the man",KZ,12-9876567,92-9875457,1516365138
How are you holding up?,PA,129876564,929875483,1516364960
"Sorry, I'll call later",WS,129876543,929875500,1516364472
S:)no competition for him.,MZ,129876577,92-9875444,1516365089
Ok no prob... I'll come after lunch then...,FO,12-9876596,92-9875521,1516365181
Not a drop in the tank,RS,129876556,929875532,1516365530
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",HK,129876596,92-9875528,1516365884
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,GR,12-9876559,92-9875516,1516365489
"Vikky, come around  &lt;TIME&gt; ..",LT,12-9876623,929875433,1516364346
We are both fine. Thanks,SY,129876604,929875468,1516365481
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",BM,129876601,929875491,1516366083
At WHAT TIME should i come tomorrow,DM,129876591,929875520,1516365360
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",UG,12-9876570,999999998,1516365114
Sindu got job in birla soft ..,BI,129876546,92-9875521,1516364753
No shoot me. I'm in the docs waiting room. :/,AQ,129876559,92-9875525,1516365995
Ugh. Gotta drive back to sd from la. My butt is sore.,BG,12-9876589,92-9875450,1516366142
Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,KR,129876534,999999991,1516364367
All e best 4 ur driving tmr :-),LB,12-9876593,929875506,1516364695
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,OM,129876571,999999997,1516365227
What happened to our yo date?,GE,129876613,92-9875445,1516366006
Ok,FI,129876604,929875525,1516364228
Jus came back fr lunch wif my sis only. U leh?,HK,129876572,929875436,1516365309
Die... Now i have e toot fringe again...,TT,12-9876559,92-9875457,1516364501
Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It��s the least a unique person like u deserve. Sleep tight or morning,MU,129876618,929875436,1516365019
I dunno lei... Like dun haf...,DK,129876537,929875480,1516365283
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",CU,12-9876566,92-9875476,1516366026
"This is the 2nd time we have tried to contact u. U have won the �400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",LS,12-9876626,999999991,1516364897
"K I'll head out in a few mins, see you there",BY,129876629,92-9875442,1516364457
I dont know why she.s not getting your messages,MU,12-9876544,929875517,1516366055
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",IR,129876588,929875482,1516365432
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",JP,12-9876602,999999991,1516364660
I'm not. She lip synced with shangela.,SJ,12-9876600,929875491,1516365387
BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,ZA,129876598,929875436,1516365625
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,GZ,12-9876616,92-9875522,1516364329
Me i'm not workin. Once i get job...,UM,129876593,929875463,1516366104
Moji i love you more than words. Have a rich day,TR,12-9876539,929875507,1516364754
Hi mom we might be back later than  &lt;#&gt;,SR,12-9876590,92-9875473,1516365480
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,KY,129876571,999999997,1516364682
"\\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\"\"\"\"",TM,12-9876568,999999992,1516365406
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON��T LIKE ME LIKE THAT SO DON��T WORRY.",IT,12-9876544,929875443,1516364193
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,NC,129876569,999999990,1516365204
Haha... They cant what... At the most tmr forfeit... haha so how?,QA,129876535,92-9875506,1516364628
I love u 2 my little pocy bell I am sorry but I love u,LT,12-9876587,92-9875507,1516365990
Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,NL,129876625,92-9875470,1516365772
yes baby! I need to stretch open your pussy!,LR,129876588,929875452,1516364833
Oh for fuck's sake she's in like tallahassee,DO,129876559,929875470,1516365196
Same to u...,TF,12-9876552,92-9875445,1516365692
No no. I will check all rooms befor activities,YT,12-9876556,92-9875454,1516364893
I'm fine. Hope you are good. Do take care.,MD,12-9876608,929875460,1516364224
"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",MP,12-9876573,92-9875531,1516364579
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,CU,12-9876594,999999993,1516365641
"I call you later, don't have network. If urgnt, sms me.",CK,12-9876588,92-9875481,1516365162
Carry on not disturbing both of you,SM,129876559,929875507,1516364359
Ard 6 like dat lor.,GP,12-9876540,92-9875513,1516365844
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),MN,129876602,929875514,1516364940
Why tired what special there you had,KP,12-9876588,92-9875488,1516366082
"Not really dude, have no friends i'm afraid :(",MM,12-9876627,929875471,1516366131
I can take you at like noon,GU,12-9876550,92-9875515,1516364998
I enjoy watching and playing football and basketball. Anything outdoors. And you?,HN,129876614,92-9875436,1516366082
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,SO,129876582,929875493,1516365972
�� go home liao? Ask dad to pick me up at 6...,AR,129876583,929875449,1516364268
How come guoyang go n tell her? Then u told her?,CG,129876568,92-9875516,1516364969
I was gonna ask you lol but i think its at 7,SA,129876574,929875518,1516364987
Both :) i shoot big loads so get ready!,TW,12-9876628,929875525,1516365656
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ZW,129876586,929875508,1516364647
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",FI,12-9876537,92-9875522,1516366090
As in i want custom officer discount oh.,DM,12-9876624,92-9875482,1516364156
Sorry i missed your call. Can you please call back.,LR,12-9876593,929875505,1516364895
I know she called me,CK,12-9876625,92-9875470,1516364590
"URGENT! You have won a 1 week FREE membership in our �100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",YT,129876599,999999993,1516365271
"Goodnight, sleep well da please take care pa. Please.",EG,12-9876623,929875521,1516366072
Oh did you charge camera,IR,12-9876601,92-9875496,1516364844
Oh k :)why you got job then whats up?,XK,12-9876623,92-9875519,1516365359
"URGENT! You have won a 1 week FREE membership in our �100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",GA,129876630,999999996,1516365449
Package all your programs well,LY,12-9876617,929875453,1516364281
"\"What part of \\don't initiate\"\" don't you understand\"\"\"",DO,12-9876583,929875439,1516365052
i dnt wnt to tlk wid u,SG,129876625,92-9875444,1516365873
Where wuld I be without my baby? The thought alone mite break me and I don��t wanna go crazy but everyboy needs his lady xxxxxxxx,EG,129876553,92-9875488,1516365640
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec �1.50ea. OTBox 731 LA1 7WS. )",BI,129876576,999999999,1516365245
I'm always looking for an excuse to be in the city.,SH,129876556,92-9875531,1516364415
Sorry for the delay. Yes masters,GF,12-9876606,92-9875513,1516365545
"URGENT!! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins",BB,129876620,999999998,1516364551
"Hey, iouri gave me your number, I'm wylie, ryan's friend",VI,12-9876563,929875444,1516365910
Thanks for this hope you had a good day today,AW,12-9876563,92-9875480,1516364792
In work now. Going have in few min.,VU,129876546,92-9875514,1516366089
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,IS,12-9876624,92-9875435,1516365034
No de. But call me after some time. Ill tell you k,KH,129876555,929875487,1516364753
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,MU,12-9876590,92-9875506,1516365625
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,MK,12-9876606,929875447,1516364356
Do you like shaking your booty on the dance floor?,AZ,12-9876585,92-9875483,1516365459
I know you are serving. I mean what are you doing now.,BW,129876629,92-9875436,1516365997
"Sorry that took so long, omw now",GL,12-9876590,929875478,1516365317
How much would it cost to hire a hitman,KG,12-9876584,92-9875527,1516364718
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,NR,129876573,92-9875524,1516364412
Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 �3/wk 087016248,ST,129876548,999999999,1516365985
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,PF,12-9876559,929875529,1516365528
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",NZ,12-9876609,929875441,1516365049
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",DK,12-9876570,929875515,1516365040
All sounds good. Fingers . Makes it difficult to type,TM,12-9876594,92-9875478,1516364657
I am late. I will be there at,IQ,12-9876592,92-9875459,1516364778
�� thk of wat to eat tonight.,OM,129876606,92-9875462,1516365273
R we going with the  &lt;#&gt;  bus?,TZ,12-9876582,929875472,1516365846
Oh ho. Is this the first time u use these type of words,CC,129876541,92-9875471,1516365348
URGENT! We are trying to contact U. Todays draw shows that you have won a �800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,CG,12-9876621,999999997,1516366115
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",CD,12-9876538,92-9875503,1516364601
HAPPY NEW YEAR MY NO.1 MAN,LA,129876571,92-9875485,1516364429
The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,CH,129876590,92-9875505,1516365433
I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,DE,12-9876580,929875515,1516364873
As usual u can call me ard 10 smth.,AF,129876569,929875475,1516365687
I'm meeting Darren...,IM,129876547,92-9875490,1516366025
"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  &lt;#&gt;  movie DOESNT inlude the previews. You're still getting in after 1.",JM,129876551,929875441,1516364469
Just sleeping..and surfing,HM,12-9876556,92-9875446,1516365711
We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;,EG,12-9876561,929875444,1516364412
I asked you to call him now ok,GL,129876564,929875474,1516365579
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,MP,12-9876593,929875476,1516365348
"Aight, we'll head out in a few",CL,12-9876589,929875478,1516364984
Where is it. Is there any opening for mca.,GF,12-9876545,929875526,1516364668
Would really appreciate if you call me. Just need someone to talk to.,TH,12-9876578,929875484,1516364474
I see the letter B on my car,KG,129876542,92-9875505,1516365059
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,TG,129876625,92-9875516,1516366119
"Alright, see you in a bit",DM,12-9876591,929875447,1516365475
ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,PE,12-9876607,92-9875443,1516364862
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",KE,12-9876632,92-9875485,1516364453
Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,CA,12-9876589,92-9875514,1516365201
FREE entry into our �250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,IT,12-9876607,999999999,1516365453
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,RU,12-9876604,929875504,1516365964
Then she dun believe wat?,AN,12-9876583,92-9875481,1516365854
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,UY,129876596,929875503,1516365860
"I'm back, lemme know when you're ready",TF,129876614,929875450,1516365983
"Yo, the game almost over? Want to go to walmart soon",TG,12-9876542,92-9875481,1516366063
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",CA,129876589,929875500,1516364530
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",LV,129876563,92-9875468,1516365753
You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,FR,129876560,92-9875485,1516365188
"As usual..iam fine, happy &amp; doing well..:)",NF,129876549,92-9875529,1516364223
Yo we are watching a movie on netflix,TZ,12-9876592,929875456,1516365725
You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,MD,12-9876573,999999998,1516364272
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,NE,12-9876597,999999992,1516364941
So lets make it saturday or monday as per convenience.,CZ,12-9876537,92-9875484,1516365171
Ugh hopefully the asus ppl dont randomly do a reformat.,CU,12-9876546,929875452,1516364647
Ok lor...,MH,12-9876587,92-9875483,1516365757
How? Izzit still raining?,GY,129876617,92-9875523,1516364635
Ok... I din get ur msg...,CL,12-9876590,92-9875483,1516364984
Sorry completely forgot * will pop em round this week if your still here?,AG,129876543,92-9875475,1516365255
For fear of fainting with the of all that housework you just did? Quick have a cuppa,TC,12-9876583,929875448,1516366023
